Company,Ticker,Sector,PE Ratio,52 Week High,52 Week Low,Avg Volume,Market Cap
Travel + Leisure Co.,TNL,Consumer Cyclical,7.549533,58.95,37.77,713901,2685389568
"Toll Brothers, Inc.",TOL,Consumer Cyclical,6.274983,169.52,86.67,2009706,9053739008
"Toast, Inc.",TOST,Technology,1103.3333,44.115,21.32,7072436,19032498176
"Turning Point Brands, Inc.",TPB,Consumer Defensive,22.409092,72.54,27.475,223603,1006948544
Tutor Perini Corporation,TPC,Industrials,,34.55,13.29,619568,980002944
"Tri Pointe Homes, Inc.",TPH,Consumer Cyclical,6.0269156,47.78,27.9,1035650,2670295296
Texas Pacific Land Corporation,TPL,Energy,62.171227,1769.14,555.71,134170,28208326656
"Tapestry, Inc.",TPR,Consumer Cyclical,17.959301,90.85,35.23,6214890,12789387264
,TPTA,,,18.3,10.93,1842,
TriplePoint Venture Growth BDC Corp.,TPVG,Financial Services,7.073171,9.725,5.53,322931,232796928
Tortoise Essential Energy Fund,TPZ,,17.007494,22.3,14.93,50709,110496648
"Tootsie Roll Industries, Inc.",TR,Consumer Defensive,26.764706,33.22,26.7767,111979,2203332096
"ReposiTrak, Inc.",TRAK,Technology,62.1875,25.01,14.23,52421,363606816
Tejon Ranch Co.,TRC,Industrials,164.40001,19.82,14.71,119068,441711584
"Trex Company, Inc.",TREX,Industrials,25.562202,94,49.01,1809308,5728228352
Targa Resources Corp.,TRGP,Energy,28.470385,218.51,110.09,2003827,35557740544
"Trinity Industries, Inc.",TRN,Industrials,13.707183,39.83,23.5,620816,2025292288
Terreno Realty Corporation,TRNO,Real Estate,28.760418,71.63,48.18,949557,5688709120
Tronox Holdings plc,TROX,Basic Materials,,20.7,4.35,2252055,812910080
TC Energy Corporation,TRP,Energy,16.710344,50.37,35.38,2439244,50365448192
"TPG RE Finance Trust, Inc.",TRTX,Real Estate,9.3133335,9.66,6.47,774545,561487168
TransUnion,TRU,Financial Services,49.14483,113.17,66.38,2083532,13905677312
"The Travelers Companies, Inc.",TRV,Financial Services,13.659499,269.56,200.21,1446826,56851824640
Tenaris S.A.,TS,Energy,8.991713,40.87,27.24,1739190,17446701056
Trinseo PLC,TSE,Basic Materials,,7.05,1.935,323098,109283016
"TCW Strategic Income Fund, Inc.",TSI,Financial Services,12.93973,5.21,4.52,73332,228782176
"Sixth Street Specialty Lending, Inc.",TSLX,Financial Services,9.896552,23.67,18.58,499191,1887744768
Taiwan Semiconductor Manufacturing Company Limited,TSM,Technology,19.178082,226.4,125.78,18644039,7.61925E+11
"Tyson Foods, Inc.",TSN,Consumer Defensive,20.391891,66.88,53.61,2531309,21499869184
"Townsquare Media, Inc.",TSQ,Communication Services,,12.92,6.58,59436,106064336
Trane Technologies plc,TT,Industrials,28.384686,422,288.95,1696650,72322637824
Titan America SA,TTAM,Basic Materials,13.155556,17.78,10.8,658877,2182846208
The Toro Company,TTC,Industrials,16.803068,100.93,62.34,1168144,6558179840
TotalEnergies SE,TTE,Energy,8.644245,74.97,52.78,1672685,1.29021E+11
"TETRA Technologies, Inc.",TTI,Energy,2.7027905,5.12,2.03,1124168,307736608
TELUS Corporation,TU,Communication Services,31.3125,17.27,13.24,3989119,22757824512
Tuya Inc.,TUYA,Technology,188.44,4.63,1.28,4493031,1208407296
"Grupo Televisa, S.A.B.",TV,Communication Services,,3.43,1.55,2421339,965228800
Tennessee Valley Authority,TVC,,,25.33,21.8,29659,12334140
Tennessee Valley Authority PARRS A 2029,TVE,,,25.3,21.41,28578,12200738
"Titan International, Inc.",TWI,Industrials,,11.97,5.93,821724,413628960
Twilio Inc.,TWLO,Technology,,151.95,52.51,3379936,12433565696
"The Taiwan Fund, Inc.",TWN,Financial Services,2.170354,47.24,26.45,26081,188171600
Two Harbors Investment Corp.,TWO,Real Estate,4.512658,14.28,10.16,1455372,1112525952
Ternium S.A.,TX,Basic Materials,,44.25,24,281650,5319416832
"TXNM Energy, Inc.",TXNM,Utilities,19.329588,55.5,35.35,1155555,4782146560
"TXO Partners, L.P.",TXO,Energy,25.830772,23.556,15.221,116483,691204032
Textron Inc.,TXT,Industrials,14.731566,95.86,57.7,1532103,11611938816
Tri-Continental Corporation,TY,Financial Services,4.489533,34.82,26.54,52509,1464622720
Tortoise Energy Infrastructure Corporation,TYG,Financial Services,1.9433384,48.76,30.73,105955,409819744
"Tyler Technologies, Inc.",TYL,Technology,91.82463,661.31,403.65,276550,23907817472
Unity Software Inc.,U,Technology,,30.88,13.895,11305116,7771344384
"Under Armour, Inc.",UA,Consumer Cyclical,,10.62,4.6201,4503063,2360526592
"Under Armour, Inc.",UAA,Consumer Cyclical,,11.89,4.78,14501242,2358706176
"CVR Partners, LP",UAN,Basic Materials,12.736111,88.94,62.94,27667,775385856
"Uber Technologies, Inc.",UBER,Technology,15.809101,87,54.84,22834360,1.50758E+11
UBS Group AG,UBS,Financial Services,18.105263,35.84,25.745,4077344,88314159104
"United Community Banks, Inc.",UCB,Financial Services,11.882353,35.38,22.93,818627,2896776960
"UDR, Inc.",UDR,Real Estate,155.76924,47.55,36.28,2265844,15263720448
Urban Edge Properties,UE,Real Estate,29.599998,23.85,15.66,989380,2344888320
"Unifi, Inc.",UFI,Consumer Cyclical,,7.91,4.25,69973,95793784
UGI Corporation,UGI,Utilities,12.564707,34.49,22.01,2179195,6882608640
Ultrapar Participações S.A.,UGP,Energy,8.163888,5.37,2.53,1805086,3160218368
U-Haul Holding Company,UHAL,Industrials,27.729858,79.04,56.28,91704,9924524032
,UHAL.B,,,,,,
"Universal Health Services, Inc.",UHS,Healthcare,9.318965,243.25,155.15,847914,10220196864
Universal Health Realty Income Trust,UHT,Real Estate,27.222086,47.3,33.08,65537,524088704
Ubiquiti Inc.,UI,Technology,38.859863,469.98,104.46,102496,17277239296
Unisys Corporation,UIS,Technology,,8.93,3.32,558652,272190816
Unilever PLC,UL,Consumer Defensive,24.588804,65.87,47.55,2979073,1.56438E+11
UL Solutions Inc.,ULS,Industrials,32.493828,59.231,33.5,762085,10537422848
United Microelectronics Corporation,UMC,Technology,11.692983,9,5.61,15498050,16800665600
"UMH Properties, Inc.",UMH,Real Estate,563.6667,20.64,14.73,391459,1396032128
UniFirst Corporation,UNF,Industrials,21.107588,243.7,149.58,127716,3150556416
"United Natural Foods, Inc.",UNFI,Consumer Defensive,,34.76,8.58,740950,1455961728
UnitedHealth Group Incorporated,UNH,Healthcare,18.156134,630.73,427.1,5512665,3.96756E+11
Unum Group,UNM,Financial Services,7.825581,84.48,48.38,1636360,13045714944
Unum Group 6.250% JR NT58,UNMA,,4.993776,26.05,23.13,21950,5442274816
Union Pacific Corporation,UNP,Industrials,19.336643,258.07,204.66,3059042,1.28404E+11
Wheels Up Experience Inc.,UP,Industrials,,4.59,0.7353,789454,548691456
"United Parcel Service, Inc.",UPS,Industrials,14.146519,153.42,90.55,6833519,80929988608
"United Rentals, Inc.",URI,Industrials,14.589711,896.98,525.91,731752,36868866048
Liberty All-Star Equity Fund,USA,Financial Services,6.4543953,7.49,5.64,885500,1696854144
"USA Compression Partners, LP",USAC,Energy,33.652775,30.1,21.06,432840,2847727616
U.S. Bancorp,USB,Financial Services,9.263415,53.98,35.18,12136416,58381750272
US Foods Holding Corp.,USFD,Consumer Defensive,30.022278,73.19,49.91,2465659,13979703296
United States Cellular Corporation,USM,Communication Services,,70.79,33.75,167867,5651046912
"USANA Health Sciences, Inc.",USNA,Consumer Defensive,10.671233,49.78,23.1,213277,440758208
"U.S. Physical Therapy, Inc.",USPH,Healthcare,35.605976,108.14,62.77,117401,995284224
"Cohen & Steers Infrastructure Fund, Inc",UTF,Financial Services,8.577465,26.31,22.05,240265,2353502464
"Universal Technical Institute, Inc.",UTI,Consumer Defensive,26.45408,30.56,13.66,787606,1409586304
Unitil Corporation,UTL,Utilities,19.967464,63.52,48.94,63724,947228864
"Utz Brands, Inc.",UTZ,Consumer Defensive,71.8421,20.04,12.145,1237796,1174743552
"Universal Insurance Holdings, Inc.",UVE,Financial Services,11.27612,24.14,16.5,171370,636791360
Universal Corporation,UVV,Consumer Defensive,10.626284,59.13,45.19,158814,1277847168
UWM Holdings Corporation,UWMC,Financial Services,33.730774,9.74,4.145,4390350,9552722944
,UZD,,,24.8,18.86,60367,
,UZE,,,23.8,17.14,39993,
,UZF,,,23.7,17.25,33404,
Visa Inc.,V,Financial Services,32.114418,366.54,252.7,7113652,6.14534E+11
Marriott Vacations Worldwide Corporation,VAC,Consumer Cyclical,9.388591,103.51,49.22,544796,1820454272
Valaris Limited,VAL,Energy,5.9248047,84.2,27.15,2098983,2154764800
Vale S.A.,VALE,Basic Materials,6.333333,13.14,8.06,36375293,38931271680
INNOVATE Corp.,VATE,Industrials,,13.79,3.25,139691,75255968
Invesco Bond Fund,VBF,Financial Services,9.097561,17.48,14.33,35018,170362528
Invesco California Value Municipal Income Trust,VCV,Financial Services,9.2190485,11.47,9.51,93391,463580064
Veeva Systems Inc.,VEEV,Healthcare,48.281246,258.93,170.25,1284549,33934317568
"Velocity Financial, Inc.",VEL,Financial Services,8.921467,20.98,15.96,102344,621629440
Vermilion Energy Inc.,VET,Energy,,12.68,5.14,1302377,970924416
V.F. Corporation,VFC,Consumer Cyclical,,29.02,9.41,9753508,4061298432
,VG,Energy,12.597014,24,6.75,8341843,20421509120
Virtus Global Multi-Sector Income Fund,VGI,Financial Services,7.1763725,8.32,7,41104,82810760
Invesco Trust for Investment Grade Municipals,VGM,Financial Services,9.623163,10.7,9.28,153208,511445728
VirnetX Holding Corporation,VHC,Technology,,9.88,3.55,6719,36663716
"Valhi, Inc.",VHI,Basic Materials,4.147863,41.75,14.13,22567,444805568
VICI Properties Inc.,VICI,Real Estate,12.4921875,34.29,27.53,7463109,33793265664
Viking Holdings Ltd,VIK,Consumer Cyclical,103.43055,53.14,25.71,3508955,16493281280
Vipshop Holdings Limited,VIPS,Consumer Cyclical,6.3582473,17.94,11.5,4022267,6363182592
"Vista Energy, S.A.B. de C.V.",VIST,Energy,9.658748,61.67,32.11,1089940,4715634688
Telefônica Brasil S.A.,VIV,Communication Services,15.710526,10.41,7.47,866016,14507457536
Invesco Municipal Trust,VKQ,Financial Services,9.432292,10.47,8.86,138659,501062976
Valens Semiconductor Ltd.,VLN,Technology,,3.5,1.67,357675,240151280
Valero Energy Corporation,VLO,Energy,12.63986,168.85,99,3726867,34103293952
"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",VLRS,Industrials,4.162037,9.57,4.32,866678,542564480
Invesco High Income Trust II,VLT,Financial Services,7.3161764,11.63,9.12,32708,64655496
Veralto Corporation,VLTO,Industrials,26.069403,115,83.865,1556927,21598334976
Vulcan Materials Company,VMC,Basic Materials,33.6763,298.31,215.08,1208637,30784817152
"Valmont Industries, Inc.",VMI,Industrials,15.581977,379.22,202.01,156519,5379202048
Invesco Municipal Opportunity Trust,VMO,Financial Services,9.422681,10.39,8.81,265219,616408064
Vince Holding Corp.,VNCE,Consumer Cyclical,4.2702703,6.89,1.27,2397331,19923168
Vornado Realty Trust,VNO,Real Estate,819.75006,46.63,22.42,1418334,6639909376
Vontier Corporation,VNT,Technology,10.556364,41.73,27.22,1042840,4305729536
VOC Energy Trust,VOC,Energy,4.410959,6.28,2.44,71822,54740000
TCW Transform 500 ETF,VOTE,,22.84951,72.15,56.473,37873,
"Voya Financial, Inc.",VOYA,Financial Services,8.903565,84.3,52.43,1092295,5285351424
"Vishay Precision Group, Inc.",VPG,Technology,26.337837,35.11,18.57,137078,258384768
Invesco Pennsylvania Value Municipal Income Trust,VPV,Financial Services,10.244681,11.41,9.5,61727,172109296
"Veris Residential, Inc.",VRE,Real Estate,,18.85,13.84,500713,1709454848
Veren Inc.,VRN,Energy,18.08818,9.28,4.39,23138985,3651996928
Vertiv Holdings Co,VRT,Industrials,51.78125,155.84,53.6,12179542,25237833728
"Virtus Investment Partners, Inc.",VRTS,Financial Services,8.50148,252.82,143.59,46804,992353344
Victoria's Secret & Co.,VSCO,Consumer Cyclical,7.9731708,48.73,13.76,4148326,1289434112
"Vishay Intertechnology, Inc.",VSH,Technology,,24.69,10.35,2382296,1467976832
Vistra Corp.,VST,Utilities,14.911303,199.84,65.32,9467314,35454566400
Vestis Corporation,VSTS,Industrials,94,19.11,7.35,2226652,990722368
VTEX,VTEX,Technology,80.083336,8.24,4.195,858657,878349184
"Vital Energy, Inc.",VTLE,Energy,,55.87,12.3,1289995,558079936
"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",VTMX,Real Estate,9.533597,37.92,21.3,228644,2067407232
Invesco Trust for Investment Grade New York Municipals,VTN,Financial Services,10.154639,11.68,9.49,64901,143891760
Bristow Group Inc.,VTOL,Energy,8.788161,41.5,24.85,141227,807708672
"Ventas, Inc.",VTR,Real Estate,348.89474,71.36,42.66,3262868,29014999040
"Vitesse Energy, Inc.",VTS,Energy,32.070312,28.405,18.901,280968,791821632
Invesco Senior Income Trust,VVR,Financial Services,8.961538,4.46,3.22,978306,536779520
Valvoline Inc.,VVV,Consumer Cyclical,15.659524,48.265,31.015,1713263,4179683328
"V2X, Inc.",VVX,Industrials,43.337963,69.75,41.075,255026,1478499712
NCR Voyix Corporation,VYX,Technology,,15.34,7.55,2056526,1066621504
Verizon Communications Inc.,VZ,Communication Services,10.346619,47.36,37.59,26186014,1.83762E+11
Wayfair Inc.,W,Consumer Cyclical,,76.175,20.41,5427208,3195940864
Westinghouse Air Brake Technologies Corporation,WAB,Industrials,27.514095,210.88,143.22,1179837,28363474944
Western Alliance Bancorporation,WAL,Financial Services,8.990127,98.1,56.7,1321296,7040337920
Waters Corporation,WAT,Healthcare,29.569962,423.56,279.24,528734,18859573248
Webster Financial Corporation,WBS,Financial Services,10.06865,63.99,39.34,1268572,7405243392
Wallbox N.V.,WBX,Technology,,1.64,0.252,510183,97524552
"WESCO International, Inc.",WCC,Industrials,11.028374,216.17,125.21,845431,7017942016
"Waste Connections, Inc.",WCN,Industrials,81.2887,201.66,160.34,1150449,50194956288
"Walker & Dunlop, Inc.",WD,Financial Services,22.376175,118.19,69.59,232683,2424649984
Waterdrop Inc.,WDH,Financial Services,8.607143,1.57,0.97,260411,444572704
Western Asset Diversified Income Fund,WDI,,9.926544,15.84,12.445,203029,699145856
Woodside Energy Group Ltd,WDS,Energy,6.6951876,20.17,11.26,1007044,23772350464
Western Asset Premier Bond Fund,WEA,Financial Services,20.264153,11.38,10.16,22704,127436544
"Weave Communications, Inc.",WEAV,Healthcare,,17.63,8.1,1013878,663991168
"WEC Energy Group, Inc.",WEC,Utilities,22.074535,111,77.47,2493147,34021269504
Welltower Inc.,WELL,Real Estate,88.81056,158.55,90.76,3231985,93159874560
"Western Midstream Partners, LP",WES,Energy,9.222637,43.33,33.6,1344857,14137476096
WEX Inc.,WEX,Technology,15.926,235.2,110.45,1038195,4636412928
Woori Financial Group Inc.,WF,Financial Services,4.2714114,38.05,29.44,65380,8924665856
Wells Fargo & Company,WFC,Financial Services,11.494604,81.5,50.15,17882373,2.08454E+11
West Fraser Timber Co. Ltd.,WFG,Basic Materials,,102.4,69.48,213816,5727093760
"Winnebago Industries, Inc.",WGO,Consumer Cyclical,,66.05,28.29,921237,855054976
"Wyndham Hotels & Resorts, Inc.",WH,Consumer Cyclical,21.770082,113.07,67.67,989957,6089404416
"Cactus, Inc.",WHD,Energy,13.176895,70.01,33.8,847186,2493464576
"Westwood Holdings Group, Inc.",WHG,Financial Services,60.69231,18.03,11.01,16877,148011344
Whirlpool Corporation,WHR,Consumer Cyclical,,135.49,75.03,1190213,4223022336
Western Asset Inflation-Linked Income Fund,WIA,Financial Services,15.092591,8.61,7.82,33321,190076736
Harbor Long-Term Growers ETF,WINN,,33.33484,28.71,20.815,181627,
Wipro Limited,WIT,Technology,19.357143,3.79,2.545,6222134,29049845760
Western Asset Inflation-Linked Opportunities & Income Fund,WIW,Financial Services,14.634483,8.88,8.21,217108,519330624
Workiva Inc.,WK,Technology,,116.83,60.5,793263,3691968256
World Kinect Corporation,WKC,Energy,20.292036,31.71,21.38,802770,1301263744
Westlake Corporation,WLK,Basic Materials,19.515087,161.31,81.41,778791,11634679808
Westlake Chemical Partners LP,WLKP,Basic Materials,13.064972,25.04,21.19,37193,814892608
WealthTrust DBS Long Term Growth ETF,WLTG,,18.135988,31.3,24.71,5783,
"John Wiley & Sons, Inc.",WLY,Communication Services,56.06081,53.96,34.85,444603,2235311360
"John Wiley & Sons, Inc.",WLYB,Communication Services,57.47297,52.9,35.68,713,2283627008
"Waste Management, Inc.",WM,Industrials,33.155125,239.32,196.59,1756640,90841096192
"The Williams Companies, Inc.",WMB,Energy,30.76923,61.67,37.69,8208003,68358643712
"Weis Markets, Inc.",WMK,Consumer Defensive,20.360636,84.3799,60.93,117316,2239964416
"Advanced Drainage Systems, Inc.",WMS,Industrials,16.933947,184.27,93.915,653727,7855602176
Walmart Inc.,WMT,Consumer Defensive,38.037342,105.3,58.56,23316121,7.34905E+11
Wabash National Corporation,WNC,Industrials,,26.41,8.99,1284552,414837440
WNS (Holdings) Limited,WNS,Technology,23.062044,72.11,39.85,629839,2744505856
"Wolfspeed, Inc.",WOLF,Technology,,30.86,2.06,23048319,381148992
"Worthington Enterprises, Inc.",WOR,Industrials,38.140495,60.71,37.88,413639,2303678976
"WideOpenWest, Inc.",WOW,Communication Services,,5.8,3.33,384621,358997888
W. P. Carey Inc.,WPC,Real Estate,29.114834,66.1,52.91,1322263,13324689408
Wheaton Precious Metals Corp.,WPM,Basic Materials,72.529915,87.42,50.91,1889109,38499115008
WPP plc,WPP,Communication Services,10.703364,57.37,31.52,309918,7551354880
W. R. Berkley Corporation,WRB,Financial Services,15.354358,76.38,50.726665,2003162,25387282432
Warby Parker Inc.,WRBY,Healthcare,,28.68,11.66,2242544,1666645632
"Worthington Steel, Inc.",WS,Basic Materials,10.918604,47.19,21.3,313027,1191133312
"Williams-Sonoma, Inc.",WSM,Consumer Cyclical,15.349659,219.98,125.33,2508629,16645308416
"Watsco, Inc.",WSO,Industrials,36.938484,571.42,396.82,278373,19897628672
Whitestone REIT,WSR,Real Estate,18.00014,15.36,11.19,246868,668027072
"West Pharmaceutical Services, Inc.",WST,Healthcare,30.396708,394.42,187.43,1074954,14679033856
"WisdomTree, Inc.",WT,Financial Services,24.5,12.45,7.47,1724698,1188883072
"W&T Offshore, Inc.",WTI,Energy,,2.84,1.09,1336077,169061536
"White Mountains Insurance Group, Ltd.",WTM,Financial Services,18.781965,2023,1666.22,16280,4336555008
"Essential Utilities, Inc.",WTRG,Utilities,18.423962,41.78,33.18,1744959,11015449600
"Watts Water Technologies, Inc.",WTS,Industrials,22.079403,232.6,175.37,207088,6398423040
"Select Water Solutions, Inc.",WTTR,Energy,27.55,15.14,7.58,1584047,990411520
The Western Union Company,WU,Financial Services,3.5,13.93,9,6587077,3211106048
"Wolverine World Wide, Inc.",WWW,Consumer Cyclical,19.655172,24.64,9.58,1508506,923796672
Weyerhaeuser Company,WY,Real Estate,45.49074,34.03,24.1,3807819,17830481920
United States Steel Corporation,X,Basic Materials,25,46.18,26.92,6753404,8886395904
XAI Octagon Floating Rate & Alternative Income Trust,XFLT,,5.34099,7.3,4.76,591257,371511808
"Xenia Hotels & Resorts, Inc.",XHR,Real Estate,64.59999,16.5,8.55,924927,1026490752
"XPLR Infrastructure, LP",XIFR,Utilities,,35.15,7.525,3437586,759214592
"Xinyuan Real Estate Co., Ltd.",XIN,Real Estate,0.2462006,7.05,1.58,17636,9214803
Exxon Mobil Corporation,XOM,Energy,13.341836,126.34,97.8,17572396,4.52425E+11
Xperi Inc.,XPER,Technology,,11.39,6.29,338524,292682656
XPeng Inc.,XPEV,Consumer Cyclical,,27.16,6.551,13129927,17841108992
"XPO, Inc.",XPO,Industrials,28.55418,161,85.06,1758459,10863495168
"Xponential Fitness, Inc.",XPOF,Consumer Cyclical,,18.95,6.64,766962,342735712
Expro Group Holdings N.V.,XPRO,Energy,18.544445,24.5,6.7,1257116,968253696
X Financial,XYF,Financial Services,2.5234191,17.7,3.68,202403,510864288
Xylem Inc.,XYL,Industrials,29.468493,146.08,100.47,1725647,26174617600
"Block, Inc.",XYZ,Technology,11.39035,99.26,46.42,9107536,32175790080
Yalla Group Limited,YALA,Technology,8.72973,7.15,3.71,529465,1026293696
Yelp Inc.,YELP,Communication Services,17.26064,41.72,32.41,844122,2110327424
