Company,Ticker,Sector,PE Ratio,Avg Volume,Market Cap,52 Week Range,Cluster
"Cohen & Steers Select Preferred and Income Fund, Inc.",PSF,Financial Services,7.0297394,30073.0,227453264.0,1.204684885666481,4
Paysafe Limited,PSFE,Technology,38.055553,407685.0,812867584.0,2.0176787086856263,0
Parsons Corporation,PSN,Technology,29.634436,1654924.0,6708264960.0,2.1019061583577714,0
Pearson plc,PSO,Communication Services,18.559525,670183.0,10330292224.0,1.5195246179966044,0
"Pure Storage, Inc.",PSTG,Technology,128.6329,3065983.0,13000559616.0,2.1347435525934513,0
"Postal Realty Trust, Inc.",PSTL,Real Estate,63.238094,178645.0,402014816.0,1.235725938009788,0
Phillips 66,PSX,Energy,19.336674,3846329.0,39313596416.0,1.7498077134380836,0
Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,PTA,Financial Services,4.185355,126552.0,1010952384.0,1.2229885057471266,4
PIMCO Corporate & Income Opportunity Fund,PTY,Financial Services,9.204226,859627.0,2373551360.0,1.2709401709401709,4
Prudential plc,PUK,Financial Services,12.083333,1084957.0,26454351872.0,1.5295343988881167,4
PVH Corp.,PVH,Consumer Cyclical,6.5066285,1438373.0,3616681472.0,2.103238866396761,0
Permianville Royalty Trust,PVL,Energy,16.0,59386.0,47520000.0,1.9029126213592231,0
"Quanta Services, Inc.",PWR,Industrials,41.7649,1771098.0,37401075712.0,1.611238330103928,0
"P10, Inc.",PX,Financial Services,66.5625,592196.0,1202044160.0,2.016949152542373,4
Qudian Inc.,QD,Financial Services,35.35714,453183.0,468774880.0,2.1973684210526314,4
Qiagen N.V.,QGEN,Healthcare,106.57895,1406314.0,8752698368.0,1.2737177783683231,0
Restaurant Brands International Inc.,QSR,Consumer Cyclical,19.647799,2383877.0,28218843136.0,1.315619144949753,0
"Ryder System, Inc.",R,Industrials,11.945298,405819.0,5514704896.0,1.5852713178294573,0
Brookfield Real Assets Income Fund Inc.,RA,Financial Services,10.611865,208591.0,691899392.0,1.1600673967986521,4
Ferrari N.V.,RACE,Consumer Cyclical,45.257065,526759.0,77020225536.0,1.3003269142360934,2
"RB Global, Inc.",RBA,Industrials,47.134327,1176078.0,17538553856.0,1.5308606616067595,0
RBC Bearings Incorporated,RBC,Industrials,42.650684,176703.0,9790151680.0,1.5442571345731682,0
Rogers Communications Inc.,RCI,Communication Services,11.144105,1240831.0,14029825024.0,1.8050043140638483,0
Royal Caribbean Cruises Ltd.,RCL,Consumer Cyclical,16.988575,2998988.0,50018967552.0,2.1389532190829086,0
"PIMCO Strategic Income Fund, Inc.",RCS,Financial Services,8.153847,160393.0,246238016.0,1.5409523809523809,4
Radian Group Inc.,RDN,Financial Services,7.8775506,1892663.0,4360873472.0,1.281218274111675,4
Dr. Reddy's Laboratories Limited,RDY,Healthcare,18.233334,2149280.0,11393353728.0,1.3778140293637846,0
RELX PLC,RELX,Industrials,38.20956,702324.0,95707062272.0,1.3053416149068322,2
"RPC, Inc.",RES,Energy,11.38372,1778919.0,1057579392.0,1.9853658536585368,0
"REV Group, Inc.",REVG,Industrials,14.199005,745467.0,1474810240.0,1.725790987535954,0
REX American Resources Corporation,REX,Basic Materials,12.130302,143737.0,681022336.0,1.805979073243647,0
"Rexford Industrial Realty, Inc.",REXR,Real Estate,25.392845,2501196.0,7648104960.0,1.7725741239892183,0
"Resideo Technologies, Inc.",REZI,Industrials,25.213114,1122727.0,2274363648.0,1.9943582510578282,0
Regions Financial Corporation,RF,Financial Services,9.142512,9523452.0,17013574656.0,1.5778781038374718,4
"Cohen & Steers Total Return Realty Fund, Inc.",RFI,Financial Services,18.088097,72152.0,304093472.0,1.2885906040268456,4
"RiverNorth Flexible Municipal Income Fund, Inc.",RFM,,14.369473,22304.0,83471768.0,1.258656114450955,0
"RiverNorth Flexible Municipal Income Fund II, Inc.",RFMZ,,13.088937,65686.0,299614816.0,1.2568027210884354,0
"Reinsurance Group of America, Incorporated",RGA,Financial Services,16.630476,525822.0,11792680960.0,1.4681946624803768,4
"Sturm, Ruger & Company, Inc.",RGR,Industrials,22.045198,145650.0,654057152.0,1.386103781882146,0
"Royce Global Trust, Inc.",RGT,Financial Services,7.4888887,15472.0,65907188.0,1.3411111111111111,4
RH,RH,Consumer Cyclical,41.7438,1546172.0,2837929472.0,3.71665447451841,0
Robert Half Inc.,RHI,Industrials,18.34836,1551427.0,4575449088.0,1.7697776774630403,0
"Ryman Hospitality Properties, Inc.",RHP,Real Estate,19.082191,1032918.0,5014858752.0,1.596564835452996,0
Rio Tinto Group,RIO,Basic Materials,8.206506,3293560.0,94333558784.0,1.4368105283530093,2
Rithm Capital Corp.,RITM,Real Estate,5.9011974,4684681.0,5226254336.0,1.3362541073384444,0
"RiverNorth Opportunities Fund, Inc.",RIV,Financial Services,5.352673,83167.0,232166016.0,1.281899109792285,4
"Raymond James Financial, Inc.",RJF,Financial Services,12.669434,1658875.0,26583998464.0,1.6722947045280123,4
"Rocket Companies, Inc.",RKT,Financial Services,54.404766,9053245.0,22704902144.0,2.125248508946322,4
Ralph Lauren Corporation,RL,Consumer Cyclical,18.210575,1090560.0,12338634752.0,1.8551551679917926,0
RLI Corp.,RLI,Financial Services,20.009357,514154.0,6867615232.0,1.3305839416058394,4
RLJ Lodging Trust,RLJ,Real Estate,25.24074,2495491.0,1039137600.0,1.8636363636363638,0
Cohen & Steers Real Estate Opportunities & Income Fund,RLTY,Financial Services,11.785124,87200.0,238461424.0,1.3775193798449612,4
RLX Technology Inc.,RLX,Consumer Defensive,28.916668,6490486.0,2725320704.0,1.7933333333333332,0
Regional Management Corp.,RM,Financial Services,7.535749,46432.0,313081280.0,1.5008000000000001,4
"RE/MAX Holdings, Inc.",RMAX,Real Estate,19.0,146124.0,228239504.0,2.0739130434782607,0
ResMed Inc.,RMD,Healthcare,24.76033,1097965.0,30800949248.0,1.4737520309261023,0
"RiverNorth Opportunistic Municipal Income Fund, Inc.",RMI,,16.174417,18598.0,88669848.0,1.2281731474688187,0
Rivernorth Managed Duration Municipal Income Fund Inc.,RMM,Financial Services,16.645443,69086.0,259573776.0,1.304382470119522,4
"RiverNorth Managed Duration Municipal Income Fund II, Inc.",RMMZ,,17.620253,23754.0,117693600.0,1.2008701957940537,0
"Royce Micro-Cap Trust, Inc.",RMT,Financial Services,5.915385,152103.0,389745344.0,1.4386206896551723,4
"Ranger Energy Services, Inc.",RNGR,Energy,15.008888,112222.0,279317760.0,1.9902912621359223,0
"Cohen & Steers REIT and Preferred Income Fund, Inc.",RNP,Financial Services,10.608646,113427.0,975110080.0,1.2847368421052632,4
RenaissanceRe Holdings Ltd.,RNR,Financial Services,6.630361,530075.0,11440275456.0,1.435544071202986,4
Renasant Corporation,RNST,Financial Services,8.469419,935127.0,2630232832.0,1.4694104560622916,4
Rogers Corporation,ROG,Technology,38.2,239740.0,990390784.0,2.6068442543262687,0
"Rockwell Automation, Inc.",ROK,Industrials,27.748756,1000037.0,25226586112.0,1.435813953488372,0
"Rollins, Inc.",ROL,Consumer Cyclical,56.739586,2034437.0,26422089728.0,1.3315976331360946,0
RPM International Inc.,RPM,Basic Materials,20.038076,707459.0,12841015296.0,1.4881402183039463,0
"Cohen & Steers Quality Income Realty Fund, Inc.",RQI,Financial Services,15.513379,377262.0,1543254528.0,1.3869104908565928,4
Range Resources Corporation,RRC,Energy,29.724771,2979027.0,7780536320.0,1.5371931110296813,0
Regal Rexnord Corporation,RRX,Industrials,32.73469,777465.0,6383675904.0,2.045936395759717,0
"Reliance, Inc.",RS,Basic Materials,17.426367,458106.0,14354379776.0,1.3071140080777384,0
"RiverNorth Capital and Income Fund, Inc.",RSF,,9.175758,21996.0,52788640.0,1.1372812920592192,0
"Republic Services, Inc.",RSG,Industrials,36.572308,1253839.0,74280132608.0,1.3803338492151227,2
"Rush Street Interactive, Inc.",RSI,Consumer Cyclical,381.1667,2019129.0,2610027264.0,2.9380035026269704,0
Rentokil Initial plc,RTO,Industrials,28.2625,895014.0,11401907200.0,1.738265306122449,0
RTX Corporation,RTX,Industrials,35.322033,5393863.0,166940000000.0,1.3744826890077722,2
"Revolve Group, Inc.",RVLV,Consumer Cyclical,27.594204,1457850.0,1356221056.0,2.6607058823529415,0
"Royce Small-Cap Trust, Inc.",RVT,Financial Services,9.644667,298745.0,1531499776.0,1.396864686468647,4
"Revvity, Inc.",RVTY,Healthcare,38.582607,1096208.0,10661844992.0,1.4628635978537134,0
"Redwood Trust, Inc.",RWT,Real Estate,16.934687,1027547.0,720648128.0,1.7414529914529917,0
Royal Bank of Canada,RY,Financial Services,13.057955,1348640.0,162314000000.0,1.3360809682804675,2
"Ryan Specialty Holdings, Inc.",RYAN,Financial Services,94.04225,999649.0,17505957888.0,1.5915841584158417,4
Rayonier Inc.,RYN,Real Estate,10.179915,1179303.0,3847643392.0,1.4421052631578948,0
"Reinsurance Group of America, Incorporated",RZB,,4.0398817,32381.0,8652147712.0,1.0783907092492742,0
Saba Capital Income & Opportunities Fund II,SABA,Financial Services,4.195876,86126.0,229022160.0,1.2674731182795698,4
Safehold Inc.,SAFE,Real Estate,9.905405,473086.0,1052381312.0,2.1052631578947367,0
"Sonic Automotive, Inc.",SAH,Consumer Cyclical,9.313916,252642.0,1949240704.0,1.579510388808887,0
"The Boston Beer Company, Inc.",SAM,Consumer Defensive,46.24554,216734.0,2617376000.0,1.5795908879590888,0
"Banco Santander, S.A.",SAN,Financial Services,7.6149426,6040401.0,99622772736.0,1.6768149882903984,2
Sandstorm Gold Ltd.,SAND,Basic Materials,167.312,5609000.0,2455094528.0,1.7926829268292683,0
SAP SE,SAP,Technology,83.224075,1394581.0,290451000000.0,1.667423640286136,2
Saratoga Investment Corp.,SAR,Financial Services,9.195219,125522.0,331114912.0,1.2554502369668246,4
"StandardAero, Inc.",SARO,Industrials,613.0,2469263.0,8201008640.0,1.613327076489911,0
"Safe Bulkers, Inc.",SB,Industrials,3.874217,674021.0,338506208.0,2.096026490066225,0
"Sally Beauty Holdings, Inc.",SBH,Consumer Cyclical,4.7801204,2517059.0,809004992.0,1.9615384615384615,0
Western Asset Intermediate Muni Fund Inc.,SBI,Financial Services,13.214286,54049.0,104209024.0,1.1356164383561642,4
Sabine Royalty Trust,SBR,Energy,11.914835,41760.0,948456384.0,1.2051502145922748,0
Companhia de Saneamento Básico do Estado de São Paulo - SABESP,SBS,Utilities,16.633839,1011867.0,12733723648.0,1.4465648854961832,0
"Southside Bancshares, Inc.",SBSI,Financial Services,9.446735,123808.0,835951680.0,1.5019762845849802,4
Southern Copper Corporation,SCCO,Basic Materials,19.77093,1596013.0,67687493632.0,1.715313201496526,0
LMP Capital and Income Fund Inc.,SCD,Financial Services,2.7755883,42568.0,240643504.0,1.3453183520599252,4
The Charles Schwab Corporation,SCHW,Financial Services,22.457577,12725198.0,134578000000.0,1.385018849368956,2
Service Corporation International,SCI,Consumer Cyclical,21.543911,1325055.0,10958500864.0,1.3301086471201073,0
Stepan Company,SCL,Basic Materials,21.102272,134319.0,1047111232.0,2.142663350666968,0
Stellus Capital Investment Corporation,SCM,Financial Services,7.0167603,211306.0,345644928.0,1.3905272564789992,4
Steelcase Inc.,SCS,Consumer Cyclical,9.156863,750467.0,1062163520.0,1.5823939881910898,0
"SandRidge Energy, Inc.",SD,Energy,5.4674554,321918.0,343221632.0,1.685017026106697,0
Smith Douglas Homes Corp.,SDHC,Real Estate,10.3453045,76647.0,962976192.0,2.3194362889019375,0
PGIM Short Duration High Yield Opportunities Fund,SDHY,,9.614877,78449.0,384310688.0,1.1381623071763916,0
Seadrill Limited,SDRL,Energy,3.1051807,1164195.0,1229584128.0,3.182638105975198,0
Sea Limited,SE,Consumer Cyclical,155.78378,5150719.0,66209910784.0,2.6859636363636366,2
Sealed Air Corporation,SEE,Consumer Cyclical,14.027173,1865727.0,3762117120.0,1.8059701492537312,0
"Solaris Energy Infrastructure, Inc.",SEI,Energy,34.38,1580721.0,1161091712.0,4.823260412804351,0
Select Medical Holdings Corporation,SEM,Healthcare,29.87255,975078.0,1964751232.0,1.5166541994574876,0
"Semrush Holdings, Inc.",SEMR,Technology,147.33334,748606.0,1299913088.0,2.372151898734177,0
Stifel Financial Corp.,SF,Financial Services,13.1464,892327.0,8525029888.0,1.6465128975023886,4
"ServisFirst Bancshares, Inc.",SFBS,Financial Services,16.527645,246960.0,3754098432.0,1.7348964572993326,4
SFL Corporation Ltd.,SFL,Industrials,7.6485147,1365283.0,1034879616.0,2.1563421828908553,0
Super Group (SGHC) Limited,SGHC,Consumer Cyclical,29.4,927445.0,3716439296.0,2.93448275862069,0
Somnigroup International Inc.,SGI,Consumer Cyclical,26.624998,3848800.0,11995550720.0,1.5512877442273536,0
"Star Group, L.P.",SGU,Energy,9.021897,36052.0,427249344.0,1.4263485477178421,0
Shake Shack Inc.,SHAK,Consumer Cyclical,339.2292,1466672.0,3462808064.0,1.9181406828465648,0
Shell plc,SHEL,Energy,12.647233,5374067.0,190551000000.0,1.2743188999914596,2
"Shinhan Financial Group Co., Ltd.",SHG,Financial Services,5.7013535,283303.0,16843624448.0,1.6011821974965228,4
"Sunstone Hotel Investors, Inc.",SHO,Real Estate,57.464287,2389939.0,1618646016.0,1.665771812080537,0
The Sherwin-Williams Company,SHW,Basic Materials,30.52849,1961309.0,80851664896.0,1.419476053741714,2
Sprott Inc.,SII,Financial Services,27.277487,153545.0,1344263296.0,1.3998932569643323,4
"Sila Realty Trust, Inc.",SILA,Real Estate,34.397335,410422.0,1431035776.0,1.3613861386138615,0
SITE Centers Corp.,SITC,Real Estate,1.2124352,960287.0,615250368.0,6.163558106169297,0
"SiteOne Landscape Supply, Inc.",SITE,Industrials,39.83764,505236.0,4854626304.0,1.6428641975308642,0
San Juan Basin Royalty Trust,SJT,Energy,52.36364,263700.0,268466688.0,1.8504672897196264,0
"SK Telecom Co., Ltd.",SKM,Communication Services,10.174108,331449.0,8741766144.0,1.2120315581854042,0
Tanger Inc.,SKT,Real Estate,35.30682,921803.0,3517217280.0,1.44834232845027,0
"Skechers U.S.A., Inc.",SKX,Consumer Cyclical,11.040866,3109585.0,6912235520.0,1.7719101123595504,0
"Champion Homes, Inc.",SKY,Consumer Cyclical,27.756186,534757.0,4499030016.0,1.7971305152730639,0
Schlumberger Limited,SLB,Energy,10.958264,17985849.0,46344298496.0,1.6374156219864995,5
Sun Life Financial Inc.,SLF,Financial Services,14.901857,733778.0,31883835392.0,1.354234001292825,4
Silgan Holdings Inc.,SLGN,Consumer Cyclical,18.833334,839137.0,5189169152.0,1.4132231404958677,0
Sylvamo Corporation,SLVM,Basic Materials,8.058496,386968.0,2356076544.0,1.7841281397888606,0
SM Energy Company,SM,Energy,3.311844,2461216.0,2528465664.0,2.6405693950177933,0
"SmartFinancial, Inc.",SMBK,Financial Services,13.2336445,49959.0,481935584.0,1.918616480162767,4
"Sumitomo Mitsui Financial Group, Inc.",SMFG,Financial Services,9.435715,1791436.0,85906481152.0,1.5586592178770948,2
"Standard Motor Products, Inc.",SMP,Consumer Cyclical,9.626556,184172.0,527602816.0,1.6800748362956035,0
"SharkNinja, Inc.",SN,Consumer Cyclical,22.604504,1797878.0,9866394624.0,2.0330578512396693,0
Snap-on Incorporated,SNA,Industrials,15.248588,439355.0,15282567168.0,1.4779824492054707,0
"Schneider National, Inc.",SNDR,Industrials,33.022728,834198.0,3824761088.0,1.6448326055312954,0
Smith & Nephew plc,SNN,Healthcare,27.107449,836691.0,11191331840.0,1.338961587167581,0
Synovus Financial Corp.,SNV,Financial Services,11.219719,1680404.0,5544893952.0,1.7287939988459322,4
TD SYNNEX Corporation,SNX,Technology,12.775,963777.0,8576766976.0,1.5732408110159384,0
The Southern Company,SO,Utilities,22.572681,5232706.0,99088613376.0,1.3180295841473626,2
South Bow Corporation,SOBO,Energy,15.838817,992286.0,5012920320.0,1.3068181818181819,0
The Southern Company JR 2017B NT 77,SOJC,,25.261906,32611.0,21208838144.0,1.1879620853080568,0
Solventum Corporation,SOLV,Healthcare,22.929348,1198490.0,10948495360.0,1.821882951653944,0
Sonoco Products Company,SON,Consumer Cyclical,63.455734,867654.0,4255650048.0,1.5643689812468322,0
Sony Group Corporation,SONY,Technology,18.123077,5539113.0,144210000000.0,1.71614964718413,2
Source Capital,SOR,Financial Services,8.340397,12173.0,326899840.0,1.2392653905845836,4
"Spectrum Brands Holdings, Inc.",SPB,Consumer Defensive,15.983426,472942.0,1522522240.0,1.6777662157474853,0
"Special Opportunities Fund, Inc.",SPE,Financial Services,4.0762753,58054.0,147733040.0,1.304026294165982,4
"Simon Property Group, Inc.",SPG,Real Estate,20.146088,1735614.0,55135277056.0,1.3946017309667007,0
S&P Global Inc.,SPGI,Financial Services,36.13916,1422483.0,136989000000.0,1.3377566288111065,2
"Suburban Propane Partners, L.P.",SPH,Utilities,18.716982,283036.0,1279555072.0,1.463157894736842,0
Steel Partners Holdings L.P.,SPLP,Industrials,2.8876712,3916.0,629321216.0,1.7334525939177103,0
SiriusPoint Ltd.,SPNT,Financial Services,15.317308,735608.0,1848214528.0,1.5589254766031195,4
Spotify Technology S.A.,SPOT,Communication Services,90.229034,2541175.0,114517000000.0,2.4373618165521367,2
"SPX Technologies, Inc.",SPXC,Industrials,28.83683,330139.0,5787005440.0,1.598521739130435,0
Nuveen S&P 500 Dynamic Overwrite Fund,SPXX,Financial Services,4.510386,74155.0,272992000.0,1.2923935799023027,4
Sequans Communications S.A.,SQNS,Technology,0.8237886,76737.0,47013484.0,4.500000000000001,0
Spire Inc.,SR,Utilities,19.049873,456334.0,4457035776.0,1.3815128959667646,0
Sempra,SRE,Utilities,15.678734,5421178.0,45177573376.0,1.547172859450727,0
NXG Cushing Midstream Energy Fund,SRV,Financial Services,2.4233313,39268.0,158062816.0,1.4780957943925233,4
SouthState Corporation,SSB,Financial Services,11.890962,738695.0,8401131008.0,1.6167232597623087,4
"Simpson Manufacturing Co., Inc.",SSD,Basic Materials,18.770893,275659.0,5995895808.0,1.4402621041135784,0
"Shutterstock, Inc.",SSTK,Communication Services,15.0,529978.0,528739520.0,3.212543554006969,0
Sensata Technologies Holding plc,ST,Technology,22.023527,2064959.0,2799613440.0,2.4907621247113165,0
"STAG Industrial, Inc.",STAG,Real Estate,30.495193,1575996.0,6038251008.0,1.4550856343935687,0
Stewart Information Services Corporation,STC,Financial Services,24.4023,177485.0,1784982272.0,1.3383381675482,4
STERIS plc,STE,Healthcare,34.905952,569016.0,21331722240.0,1.2529147529399889,0
"Stellar Bancorp, Inc.",STEL,Financial Services,11.830232,215178.0,1329403520.0,1.5213916314057359,4
"SRH Total Return Fund, Inc.",STEW,Financial Services,2.8427563,141093.0,1551743872.0,1.2304439746300213,4
Sunlands Technology Group,STG,Consumer Defensive,1.4749262,4791.0,67592496.0,2.6023529411764708,0
Columbia Seligman Premium Technology Growth Fund,STK,Financial Services,3.1757271,57259.0,416067584.0,1.5748373101952275,4
Stellantis N.V.,STLA,Consumer Cyclical,4.3714767,18685147.0,26493771776.0,2.9856972586412396,5
STMicroelectronics N.V.,STM,Technology,11.834338,8283759.0,17698770944.0,2.631304347826087,0
Stantec Inc.,STN,Industrials,37.5022,174727.0,9710523392.0,1.2331238043181194,0
Scorpio Tankers Inc.,STNG,Energy,2.6006389,1036373.0,1707064320.0,2.7642833823049298,0
Sitio Royalties Corp.,STR,Energy,33.530613,743981.0,2486976256.0,1.758573388203018,0
State Street Corporation,STT,Financial Services,9.015765,2194506.0,23111399424.0,1.4672364672364673,4
Stevanato Group S.p.A.,STVN,Healthcare,43.795918,364627.0,5856412672.0,1.7373188405797102,0
"Starwood Property Trust, Inc.",STWD,Real Estate,16.35909,2764988.0,6252237312.0,1.276069921639542,0
Suncor Energy Inc.,SU,Energy,10.173076,5049459.0,42539057152.0,1.3624553426437156,0
"Sun Communities, Inc.",SUI,Real Estate,166.91666,812798.0,15989708800.0,1.3535066837575538,0
Sunoco LP,SUN,Energy,9.29,494550.0,7593795072.0,1.243125,0
Grupo Supervielle S.A.,SUPV,Financial Services,12.680672,1155770.0,1335641472.0,3.95,4
"Savers Value Village, Inc.",SVV,Consumer Cyclical,53.88235,775906.0,1453765248.0,2.763888888888889,0
Smurfit Westrock Plc,SW,Consumer Cyclical,49.317074,4094531.0,21108709376.0,1.5397460145906512,0
"Stanley Black & Decker, Inc.",SWK,Industrials,29.732803,2457042.0,8684262400.0,2.0567612687813024,0
"Southwest Gas Holdings, Inc.",SWX,Utilities,26.036232,431281.0,5162990592.0,1.2484839060799253,0
"SunCoke Energy, Inc.",SXC,Basic Materials,8.227678,970865.0,780014720.0,1.71619812583668,0
Standex International Corporation,SXI,Industrials,28.209606,69763.0,1537234432.0,1.650510303077341,0
Sensient Technologies Corporation,SXT,Basic Materials,24.748299,290390.0,3087759872.0,1.2545729402872259,0
Synchrony Financial,SYF,Financial Services,5.459649,5006178.0,18146850816.0,1.7494142311012457,4
Stryker Corporation,SYK,Healthcare,43.230667,1643840.0,128045000000.0,1.2897786809767249,2
Sysco Corporation,SYY,Consumer Defensive,18.2,3908595.0,34725548032.0,1.225119189511323,0
AT&T Inc.,T,Communication Services,17.624094,44392296.0,189091000000.0,1.7952999381570809,5
TransAlta Corporation,TAC,Utilities,20.261906,1856796.0,2535129088.0,2.30188679245283,0
Takeda Pharmaceutical Company Limited,TAK,Healthcare,33.011112,1959957.0,48011653120.0,1.2217806041335453,0
TAL Education Group,TAL,Consumer Defensive,52.605263,8282457.0,6039808512.0,2.0816326530612246,0
Molson Coors Beverage Company,TAP,Consumer Defensive,10.665421,2402036.0,11569542144.0,1.326285830453344,0
AT&amp;T Inc. 5.35% GLB NTS 66,TBB,,4.376953,74450.0,137592000000.0,1.1206120612061206,2
BBB Foods Inc.,TBBB,Consumer Defensive,220.83334,1042442.0,3026326528.0,1.7905439755973562,0
"Transcontinental Realty Investors, Inc.",TCI,Real Estate,41.191177,2522.0,241987360.0,1.2517647058823531,0
The Toronto-Dominion Bank,TD,Financial Services,17.923077,2165318.0,106125000000.0,1.2665365853658537,2
Teradata Corporation,TDC,Technology,17.24138,1652647.0,1920707968.0,2.086272381985893,0
"Templeton Dragon Fund, Inc.",TDF,Financial Services,8.196261,104178.0,222345824.0,1.389853137516689,4
TransDigm Group Incorporated,TDG,Industrials,45.702927,286116.0,72693211136.0,1.2337904123912915,0
Tidewater Inc.,TDW,Energy,9.575,1275516.0,1675612416.0,3.5745909528392685,0
Teledyne Technologies Incorporated,TDY,Technology,26.206514,288000.0,21099915264.0,1.4701330857319714,0
Ecofin Sustainable and Social Impact Term Fund,TEAF,Financial Services,11.876195,40722.0,147405104.0,1.3221010901883052,4
Templeton Emerging Markets Income Fund,TEI,Financial Services,16.065624,194963.0,242801200.0,1.2426778242677825,4
TE Connectivity plc,TEL,Technology,20.14613,1880114.0,38047465472.0,1.3755803955288048,0
Tsakos Energy Navigation Limited,TEN,Energy,3.1133199,299577.0,471798208.0,2.3492537313432837,0
Telecom Argentina S.A.,TEO,Communication Services,5.3163266,190813.0,3115038208.0,2.8152173913043477,0
Terex Corporation,TEX,Industrials,6.721774,1105591.0,2209731840.0,2.1592134475103073,0
TFI International Inc.,TFII,Industrials,15.340725,545760.0,6410650624.0,2.206748125520689,0
Teleflex Incorporated,TFX,Healthcare,85.87248,1162134.0,5716844032.0,2.0047328734156906,0
Tredegar Corporation,TG,Industrials,237.66667,89173.0,247116528.0,2.1392111368909514,0
"Triumph Group, Inc.",TGI,Industrials,130.39473,2276547.0,1918011136.0,2.320617620345141,0
Tecnoglass Inc.,TGLS,Basic Materials,19.352768,390167.0,3119302400.0,2.1248168050806058,0
TEGNA Inc.,TGNA,Communication Services,4.4050994,1811136.0,2499118336.0,1.588663967611336,0
Transportadora de Gas del Sur S.A.,TGS,Energy,12.6896105,332403.0,3993571328.0,2.4272598870056497,0
Target Corporation,TGT,Consumer Defensive,10.363996,7858908.0,41833263104.0,1.935775615340584,0
Tenet Healthcare Corporation,THC,Healthcare,3.388872,1608450.0,10461169664.0,1.8606673187696987,0
"The Hanover Insurance Group, Inc.",THG,Financial Services,13.386461,270101.0,5630074880.0,1.4721711515961893,4
"THOR Industries, Inc.",THO,Consumer Cyclical,18.118038,907822.0,3634071808.0,1.8817289423685877,0
Abrdn Healthcare Opportunities Fund,THQ,Financial Services,4.010459,126236.0,759624768.0,1.2973593570608495,4
"Thermon Group Holdings, Inc.",THR,Industrials,17.4927,208019.0,807383232.0,1.5587852494577006,0
"TreeHouse Foods, Inc.",THS,Consumer Defensive,42.549023,737906.0,1089415936.0,2.0466853408029877,0
Abrdn World Healthcare Fund,THW,Financial Services,4.296502,136413.0,401473792.0,1.3755102040816325,4
TIM S.A.,TIMB,Communication Services,13.881819,604139.0,7390084608.0,1.6245583038869258,0
"The TJX Companies, Inc.",TJX,Consumer Cyclical,28.772299,5660190.0,136923000000.0,1.4069867123874842,2
Teekay Corporation Ltd.,TK,Energy,4.570493,689757.0,542179712.0,1.7610619469026547,0
Turkcell Iletisim Hizmetleri A.S.,TKC,Communication Services,18.40909,623181.0,5358757376.0,1.475609756097561,0
"TKO Group Holdings, Inc.",TKO,Communication Services,14290.0,1796049.0,11654037504.0,1.8987489397794743,3
The Timken Company,TKR,Industrials,11.9739485,743080.0,4192956160.0,1.6852313167259785,0
Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,TLK,Communication Services,11.294117,792490.0,15215953920.0,1.5969581749049429,0
Toyota Motor Corporation,TM,Consumer Cyclical,6.4990635,389467.0,230020000000.0,1.5205161290322582,2
Tencent Music Entertainment Group,TME,Communication Services,20.894737,8570934.0,20988041216.0,1.675876726886291,0
Taylor Morrison Home Corporation,TMHC,Consumer Cyclical,6.6565895,1108047.0,5534727168.0,1.4545279383429672,0
Thermo Fisher Scientific Inc.,TMO,Healthcare,25.424124,2127868.0,158741000000.0,1.5319751128461632,2
Tennant Company,TNC,Industrials,15.462328,188698.0,1273649920.0,1.7691568757851177,0
"TriNet Group, Inc.",TNET,Industrials,21.67201,515486.0,3597628160.0,1.9995414947271895,0
Teekay Tankers Ltd.,TNK,Energy,3.3233018,453768.0,1328872064.0,2.224887556221889,0
Travel + Leisure Co.,TNL,Consumer Cyclical,7.549533,713901.0,2685389568.0,1.5607625099285147,0
"Toll Brothers, Inc.",TOL,Consumer Cyclical,6.274983,2009706.0,9053739008.0,1.955924772124149,0
"Toast, Inc.",TOST,Technology,1103.3333,7072436.0,19032498176.0,2.0691838649155723,0
"Turning Point Brands, Inc.",TPB,Consumer Defensive,22.409092,223603.0,1006948544.0,2.640218380345769,0
"Tri Pointe Homes, Inc.",TPH,Consumer Cyclical,6.0269156,1035650.0,2670295296.0,1.7125448028673835,0
Texas Pacific Land Corporation,TPL,Energy,62.171227,134170.0,28208326656.0,3.1835669683827894,0
"Tapestry, Inc.",TPR,Consumer Cyclical,17.959301,6214890.0,12789387264.0,2.5787680953732615,0
TriplePoint Venture Growth BDC Corp.,TPVG,Financial Services,7.073171,322931.0,232796928.0,1.7585895117540686,4
Tortoise Essential Energy Fund,TPZ,,17.007494,50709.0,110496648.0,1.4936369725385132,0
"Tootsie Roll Industries, Inc.",TR,Consumer Defensive,26.764706,111979.0,2203332096.0,1.2406308469676994,0
"ReposiTrak, Inc.",TRAK,Technology,62.1875,52421.0,363606816.0,1.7575544624033732,0
Tejon Ranch Co.,TRC,Industrials,164.40001,119068.0,441711584.0,1.3473827328348063,0
"Trex Company, Inc.",TREX,Industrials,25.562202,1809308.0,5728228352.0,1.9179759232809632,0
Targa Resources Corp.,TRGP,Energy,28.470385,2003827.0,35557740544.0,1.9848305931510581,0
"Trinity Industries, Inc.",TRN,Industrials,13.707183,620816.0,2025292288.0,1.6948936170212765,0
